"","text","created_at.x","author_id","id","lang","possibly_sensitive","reply_settings","conversation_id","created_at.y","name","url","description","location","profile_image_url","verified","username","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links"
"64","RT @craigtimes: HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, par…",2018-08-10 13:09:54,"345397708","1027904873369624580","en",FALSE,"everyone","1027904873369624580","2011-07-30T14:45:42.000Z","Gwen Filosa","https://t.co/VvEBzXejPk","Covering the Florida Keys for @WLRN. All-purpose reporter with a standup comedy side hustle @comedykeywest. gfilosa@wlrnnews.org https://t.co/Am0xin6wBA","Key West, Florida","https://pbs.twimg.com/profile_images/1545832135373819905/BBzWQjgq_normal.jpg",FALSE,"KeyWestGwen",FALSE,2,0,0,0,0,5469,1114,33445,149,NA,NA,NA,"HUGE congrats to my many @TB_Times colleagues who won 1st place honors in the #Florida Society of News Editors contest, particularly @CharlieFrago for his relentless coverage of St. Pete's sewage dumping scandal.  https://t.co/xonJIoxnHF"
"65","Can you spare a minute to help Lesley Klein? . https   www change org p mayor rick kriseman stop st pete s illegal dumping of raw and partially treated sewage into tampa bay s water fbog 1203726",2018-08-11 05:29:45,"17984734","1028151461279092737","en",FALSE,"everyone","1028151461279092737","2008-12-09T05:11:18.000Z","LesleyKlein","https://t.co/H0UNFJHqL3","Co-Founder/Director of Operations: Legrity Media. Host: Good-Vibes TV airing on Legrity TV, a streaming TV digital Network that positively impacts lives.","Murphy, NC","https://pbs.twimg.com/profile_images/605887406982623232/EUu9JqZw_normal.jpg",FALSE,"LesleyKlein",FALSE,0,0,0,0,0,188,339,5078,0,NA,NA,NA,"Can you spare a minute to help Lesley Klein? https://t.co/U6Bhohz7nw"
"66","Share petition · Mayor Rick Kriseman: Stop St. Pete's illegal dumping of raw and partially treated sewage into Tampa Bay's water ·  . https   www change org. https   www change org p mayor rick kriseman stop st pete s illegal dumping of raw and partially treated sewage into tampa bay s water psf share",2018-08-11 05:30:05,"17984734","1028151548650704896","en",FALSE,"everyone","1028151548650704896","2008-12-09T05:11:18.000Z","LesleyKlein","https://t.co/H0UNFJHqL3","Co-Founder/Director of Operations: Legrity Media. Host: Good-Vibes TV airing on Legrity TV, a streaming TV digital Network that positively impacts lives.","Murphy, NC","https://pbs.twimg.com/profile_images/605887406982623232/EUu9JqZw_normal.jpg",FALSE,"LesleyKlein",FALSE,0,0,0,0,0,188,339,5078,0,NA,NA,NA,"Share petition · Mayor Rick Kriseman: Stop St. Pete's illegal dumping of raw and partially treated sewage into Tampa Bay's water · https://t.co/R4Zw5JAQhE https://t.co/haKt6EDZkj"
"67","The St. Pete city council voted to settle the case against the city for dumping 200+ millions of gallons of waste in Tampa bay by donating $200,000 to the Tampa Bay Estuary Program... . https   stpetecatalyst com st pete city council approves settlement in sewage spill lawsuit",2018-08-12 12:46:19,"2717406540","1028623714915700736","en",FALSE,"everyone","1028623714915700736","2014-08-08T16:19:24.000Z","Illumi-NationProject","http://t.co/7gPt43QYQW","We are studying eco-villages across the country in order to create the best design for a network of replicable, therapeutic, functioning sustainable villages.","St Petersburg, FL","https://pbs.twimg.com/profile_images/702994612403707905/g22j4-iD_normal.jpg",FALSE,"IllumiNationPrj",FALSE,0,0,0,0,0,14,24,363,0,NA,NA,NA,"The St. Pete city council voted to settle the case against the city for dumping 200+ millions of gallons of waste in Tampa bay by donating $200,000 to the Tampa Bay Estuary Program... https://t.co/mj7J2waaL9"
"68","Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next few weeks. More information here:   . http   www stpete org internal news detail_T2_R922 php. https   twitter com StPetePW status 1037795415100407809 photo 1",2018-09-06 20:11:22,"804048043804860418","1037795415100407809","en",FALSE,"everyone","1037795415100407809","2016-11-30T19:42:46.000Z","St. Pete Public Works","https://t.co/jwvaQaGS1b","This is the official Twitter account dedicated to news releases and ongoing information from the City of St. Petersburg Public Works Department.","St Petersburg, FL","https://pbs.twimg.com/profile_images/1075104834280439811/bS7JlS49_normal.jpg",FALSE,"StPetePW",FALSE,1,0,0,0,0,775,39,1699,21,NA,NA,"5d231ed8656fcf5a","Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next few weeks. More information here:  https://t.co/vjYonihmE5 https://t.co/mT4V7gCevb"
"69","RT @StPetePW: Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next…",2018-09-06 20:11:33,"13058782","1037795459354505216","en",FALSE,"everyone","1037795459354505216","2008-02-04T18:22:04.000Z","Seán Kinane WMNF","https://t.co/bUWYk8x2JM","WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","Tampa, FL USA","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg",TRUE,"wmnfnews",FALSE,1,0,0,0,0,6627,2471,74218,358,NA,"1380000214661136388",NA,"Stormwater Crews prepare for Wet Weather in @StPeteFL by drawing down Lake Maggiore.  Pumping during daylight hours for next few weeks. More information here:  https://t.co/vjYonihmE5 https://t.co/mT4V7gCevb"
"70","@volleypc @RedTRaccoon Just ask the city of St. Petersburg Florida who has dumped sewage into Tampa Bay several times.....😳😳😳😳. ",2018-09-12 00:34:49,"42093105","1039673651354841088","en",FALSE,"everyone","1039662873570672642","2009-05-23T20:37:19.000Z","VLP 🖖",NA,"Proud Democrat in a growing scourge of MAGA Floridians.
Don't let YOUR freedoms get stripped from OUR country!
#SupportBlue ANYTIME you can.","Florida, USA","https://pbs.twimg.com/profile_images/1590855983441526787/Z0JK7Zkq_normal.jpg",FALSE,"VPVP1957",FALSE,0,1,1,0,0,750,1766,70949,16,"17529457","1565324130479751169",NA,"@volleypc @RedTRaccoon Just ask the city of St. Petersburg Florida who has dumped sewage into Tampa Bay several times.....😳😳😳😳"
"71","Fish kills suggest red tide resurgence at some Pinellas Co. beaches  people have to stop with all the massive amounts of lawn care products before this is going to stop south tampa is a major problem plus st pete sewer spills. https   www fox13news com news local news fish kills suggest red tide resurgence at some pinellas co beaches",2018-10-12 00:44:45,"953645424598044672","1050547789288091648","en",FALSE,"everyone","1050547789288091648","2018-01-17T15:09:21.000Z","Rmullins",NA,"hired turning wrenches","Plant City, FL","https://pbs.twimg.com/profile_images/1391112220495552513/4-IqLzaF_normal.jpg",FALSE,"Rmullins8",FALSE,0,0,0,0,0,59,56,6065,1,NA,NA,NA,"Fish kills suggest red tide resurgence at some Pinellas Co. beaches https://t.co/GjK0DApp4h people have to stop with all the massive amounts of lawn care products before this is going to stop south tampa is a major problem plus st pete sewer spills"
"72","@DrBellinger @phosphoria31 Sorry, but you need to do your homework. And there is more, instead of fixing the sewer discharge into the Gulf of Mexico by St Pete Dem mayor Kriseman, he spends millions on art.. ",2018-10-28 22:06:32,"892122942","1056668563140960261","en",FALSE,"everyone","1054515602403024897","2012-10-20T00:28:57.000Z","Fox Terrier",NA,"",NA,"https://pbs.twimg.com/profile_images/757341317403807745/AfBbgjJF_normal.jpg",FALSE,"wiredterrier",FALSE,0,1,0,0,0,658,800,180491,65,"2666295065",NA,NA,"@DrBellinger @phosphoria31 Sorry, but you need to do your homework. And there is more, instead of fixing the sewer discharge into the Gulf of Mexico by St Pete Dem mayor Kriseman, he spends millions on art."
"73","@winwan208 @danichols80 @AndrewGillum @NRA Red tide is caused by failed democrat administrations using pesticides in direct opposition to science. The runoff ends up in Lake Okochobee. Not that smart, are you? Additionally, the mayor of st Pete, Kriseman let raw sewage pump into the bay because he doesn’t care.. ",2018-11-01 18:38:44,"189159732","1058065819949772802","en",FALSE,"everyone","1057997485170405377","2010-09-10T14:52:49.000Z","Angela G⬛️⬛️⬛️⬛️⬛️⬛️",NA,"Great Republic of Texas native transplanted to Florida🐊::Constitutional Conservative::Supporter of Article V, COS::Our Individual Rights come from God","The beach::Florida","https://pbs.twimg.com/profile_images/1555668614577012737/mfZ970zz_normal.jpg",FALSE,"Iloveperfumeso",FALSE,0,0,0,0,0,1729,2563,120800,7,"2540503788",NA,NA,"@winwan208 @danichols80 @AndrewGillum @NRA Red tide is caused by failed democrat administrations using pesticides in direct opposition to science. The runoff ends up in Lake Okochobee. Not that smart, are you? Additionally, the mayor of st Pete, Kriseman let raw sewage pump into the bay because he doesn’t care."
"74","@WaterWarriorOne Pinellas county confirms it’s red tide in Boca Ciega Bay. They say they have had no reports of sewage spills. . https   twitter com NicoleSGrigg status 1059867554515206144",2018-11-07 17:57:53,"17068891","1060229868783308800","en",FALSE,"everyone","1060229868783308800","2008-10-30T16:49:12.000Z","Nicole Grigg",NA,"Emmy award 🏆 winning reporter for @abc15 📺 AZ native 🌵Mama x 🧒🏽🧒🏽👧🏽 ASU Cronkite grad ☀️ 👿 Previous stations 🎤 MT:OH:FL:AZ","Phoenix, AZ","https://pbs.twimg.com/profile_images/1499812621926629376/iMGug7d-_normal.jpg",TRUE,"NicoleSGrigg",FALSE,0,0,0,1,0,15958,2394,24287,265,"2836941396","1415781161469579268",NA,"@WaterWarriorOne Pinellas county confirms it’s red tide in Boca Ciega Bay. They say they have had no reports of sewage spills. https://t.co/hyMVOUHzL5"
"75","@Kriseman @TB_Times Here's another. Course, Tampa, unlike St. Pete, wasn't a subject of state investigation for its massive spills nor hit with a $300+ consent order. Context is key.   Here's another example of our regional sewage coverage: . http   www tampabay com news localgovernment hurricane hermine leaves tampa bay befouled 2292130",2018-12-07 17:38:10,"17873369","1071096545012002816","en",FALSE,"everyone","1071058291378274304","2008-12-04T18:03:12.000Z","Charlie Frago","https://t.co/uISsduaLRA","Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.","Tampa, FL","https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg",TRUE,"CharlieFrago",FALSE,0,2,1,0,0,4928,3737,14779,155,"17873369",NA,NA,"@Kriseman @TB_Times Here's another. Course, Tampa, unlike St. Pete, wasn't a subject of state investigation for its massive spills nor hit with a $300+ consent order. Context is key.   Here's another example of our regional sewage coverage: https://t.co/cu4obVgLct"
"76","@TimGruters @JoeGruters StPete dumps 100’s K of gallons of raw sewage into Tampa Bay. It’s ridiculous. ",2018-12-20 03:47:42,"22647909","1075598591555624960","en",FALSE,"everyone","1075433449622769665","2009-03-03T17:22:12.000Z","Anthony Pedicini","https://t.co/2pICTD3oNB","#political #strategist & #history student #FSU alumnus. Love fine wine finer #Scotch & finest cigars. #Catholic in belief. #Hockey & #hunting","Tampa, Florida","https://pbs.twimg.com/profile_images/770287879008378881/XIZ9XFci_normal.jpg",FALSE,"anthonypedicini",FALSE,0,0,2,0,0,2212,790,19237,48,"239074040",NA,"dc62519fda13b4ec","@TimGruters @JoeGruters StPete dumps 100’s K of gallons of raw sewage into Tampa Bay. It’s ridiculous"
"77","“These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay.” . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224",2018-12-26 04:05:47,"32508227","1077777469405622272","en",FALSE,"everyone","1077777469405622272","2009-04-17T18:20:42.000Z","Cathy Harrelson",NA,"St Pete Sustainability Council, Urban Forestry, Pinellas Dem Enviro Caucus; clean energy & water; mom/grandma, Rays fan, planet's burning down stop arguing!!","St. Petersburg,  Florida ","https://pbs.twimg.com/profile_images/2389957309/ebl15y707sd4aza3djp8_normal.jpeg",FALSE,"harrelcat",FALSE,0,0,0,0,0,1265,2859,7615,17,NA,"459833313084321793",NA,"“These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay.” https://t.co/SO8Br5MdCG"
"78","Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump into Tampa Bay and the Gulf of Mexico. Sewage dumping is an ongoing problem. Don’t let your family, especially kids, go into the water. Same for pets.. ",2018-12-26 22:08:50,"817708036152295424","1078050027665281025","en",FALSE,"everyone","1078050027665281025","2017-01-07T12:22:42.000Z","Lin Soo",NA,"Pass Freedom to Vote Act & John Lewis Voting Rights Act
Abolish the Filibuster
Abolish the Electoral College",NA,"https://pbs.twimg.com/profile_images/1445037691310116868/1npU_Ckc_normal.jpg",FALSE,"LinSooMoon",FALSE,4,0,2,0,0,1244,531,75049,4,NA,NA,NA,"Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump into Tampa Bay and the Gulf of Mexico. Sewage dumping is an ongoing problem. Don’t let your family, especially kids, go into the water. Same for pets."
"79","RT @LinSooMoon: Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump…",2018-12-27 12:56:27,"1042951616","1078273403683889153","en",FALSE,"everyone","1078273403683889153","2012-12-28T19:17:34.000Z","Melinda Ayres",NA,"pharmacist, retired, artist, interested in mythology, Celtic lore and knotwork, dragons-- please resist!
#TheResistance #HealthcareVoter #Impeachment","Portland, OR","https://pbs.twimg.com/profile_images/937151936129777664/bqYKBKvB_normal.jpg",FALSE,"Innrdreams",FALSE,4,0,0,0,0,9730,11020,461324,22,NA,NA,NA,"Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump into Tampa Bay and the Gulf of Mexico. Sewage dumping is an ongoing problem. Don’t let your family, especially kids, go into the water. Same for pets."
"80","RT @LinSooMoon: Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump…",2018-12-27 13:08:10,"148851257","1078276351864516608","en",FALSE,"everyone","1078276351864516608","2010-05-27T19:39:38.000Z","Trueblue",NA,"I 💙 my family even though they❤️Trump🥵. My grandsons and my animals are my raison d'être.💙💙 PS. Twitter is NOT a dating site, even at my age😉","United States","https://pbs.twimg.com/profile_images/1569119805315088385/XdOBY6gH_normal.jpg",FALSE,"ponymom48",FALSE,4,0,0,0,0,11301,12146,66480,11,NA,"1465284808481939457",NA,"Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump into Tampa Bay and the Gulf of Mexico. Sewage dumping is an ongoing problem. Don’t let your family, especially kids, go into the water. Same for pets."
"81","""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224",2018-12-27 14:00:02,"716472581625282560","1078289407055147008","en",FALSE,"everyone","1078289407055147008","2016-04-03T03:49:09.000Z","🌊Florida Waters💦","https://t.co/OaReLQmfJ8","Spreading awareness about the environmental devastation our beautiful state is currently suffering, especially to our most precious resource: water.","Florida, USA","https://pbs.twimg.com/profile_images/889557316533706752/h7grxDfc_normal.jpg",FALSE,"SaveFLWatersNow",FALSE,1,0,0,0,0,560,246,7676,29,NA,"903814489858035716",NA,"""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" https://t.co/1ZNiRmu4M4"
"82","RT @SaveFLWatersNow: ""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted i…",2018-12-27 14:05:02,"3177166981","1078290663240855557","en",FALSE,"everyone","1078290663240855557","2015-04-26T22:35:14.000Z","South Florida Trending","https://t.co/lJDpSPVd5z","South Florida Trending - Covering what's going on online here in Palm Beach, Broward, Miami-Dade & The Keys #southflorida #trending #news","West Palm Beach, FL","https://pbs.twimg.com/profile_images/592459471621738497/YOqaJjjb_normal.jpg",FALSE,"SoFlTrending",FALSE,1,0,0,0,0,2676,2300,11596,207,NA,NA,NA,"""These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay."" https://t.co/1ZNiRmu4M4"
"83","RT @LinSooMoon: Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump…",2018-12-27 14:07:10,"2196488120","1078291198933168130","en",FALSE,"everyone","1078291198933168130","2013-11-15T19:17:31.000Z","🌈Aly • IT’S THE GUNS ☮️ 🇺🇦💛🗳💙🌊🇺🇸",NA,"I❤️painting pictures with words; 🎸; 🎥;  #CovertCrew #YELLOWSTONE Student, Bard College. NO PORN! YOU WILL BE BLOCKED!
IG: @ae4ca2022 
@ae4ca@mastodon.online","Brooklyn, NY","https://pbs.twimg.com/profile_images/1544867537451683840/NzkhqrF3_normal.jpg",FALSE,"ae4ca",FALSE,4,0,0,0,0,3925,4828,519972,227,NA,"1622937285003030529",NA,"Planning to visit the Tampa Bay area? Be aware That Tampa, St. Petersburg &amp; Clearwater have made another large sewage dump into Tampa Bay and the Gulf of Mexico. Sewage dumping is an ongoing problem. Don’t let your family, especially kids, go into the water. Same for pets."
"84","@BloombergDotOrg @StPeteFL That’s great, but St Pete really needs help not releasing tons of raw sewage into the gulf every time it rains really hard.. ",2019-01-04 23:55:40,"4738110676","1081338404082761728","en",FALSE,"everyone","1080881875948920832","2016-01-07T21:07:04.000Z","Jo Boomer",NA,"May a big blue bird poop on Muskie’s head. it’s good luck, you know.",NA,"https://pbs.twimg.com/profile_images/1586869514599268355/hI1H66lw_normal.jpg",FALSE,"jobahawk",FALSE,0,0,0,0,0,1061,1422,13965,1,"370808273","964946110556135432",NA,"@BloombergDotOrg @StPeteFL That’s great, but St Pete really needs help not releasing tons of raw sewage into the gulf every time it rains really hard."
"85","@FLGovScott Insurance costs are killing me!
Broward county needs investigation , it's stinks from the sheriff office to elections board.
Mayor of StPete openly dumps sewage in the gulf. Enough already. ",2019-01-07 21:03:43,"1017111289389338625","1082382295443668992","en",FALSE,"everyone","1082337320437731330","2018-07-11T18:20:03.000Z","IseeQpeople",NA,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus."," Central Florida Beach bar","https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg",FALSE,"fedup_isee",FALSE,0,0,1,0,0,810,1000,3762,0,"131546062","1121128409030111232",NA,"@FLGovScott Insurance costs are killing me!
Broward county needs investigation , it's stinks from the sheriff office to elections board.
Mayor of StPete openly dumps sewage in the gulf. Enough already"
"86","@TB_Times Lol. St. Pete tackling climate change by dumping sewage in the bay. Get out of here.. ",2019-01-08 04:07:41,"2472805949","1082488989326737410","en",FALSE,"everyone","1082487057166012417","2014-04-10T00:20:06.000Z","Kevin on Earth",NA,"Tampa Bay Sports•Tough Love•Metal•DIY•Movies•Don’t give up•Apologetics•Critical Thinking•Acerbic sense of humor•✝️•pronouns:yahtzee/pickle","Florida, USA","https://pbs.twimg.com/profile_images/1543014080310542338/qRRM2gYf_normal.jpg",FALSE,"kfgravy",FALSE,0,1,1,0,0,750,1812,44680,25,"14304462","1473730593854791688",NA,"@TB_Times Lol. St. Pete tackling climate change by dumping sewage in the bay. Get out of here."
"87","Short forum tonight under 45 minutes. Story soon. But my old beat came up. @harrycohen2019 closed up by saying infrastructure would be a cornerstone of his campaign ""so we don't become a Flint, MI or, God forbid, St. Pete, that's dumping sewage into the bay."" #tampamayor2019.. ",2019-01-09 00:46:41,"17873369","1082800794141904898","en",FALSE,"everyone","1082800794141904898","2008-12-04T18:03:12.000Z","Charlie Frago","https://t.co/uISsduaLRA","Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.","Tampa, FL","https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg",TRUE,"CharlieFrago",FALSE,1,1,1,1,0,4928,3737,14779,155,NA,NA,NA,"Short forum tonight under 45 minutes. Story soon. But my old beat came up. @harrycohen2019 closed up by saying infrastructure would be a cornerstone of his campaign ""so we don't become a Flint, MI or, God forbid, St. Pete, that's dumping sewage into the bay."" #tampamayor2019."
"88","RT @CharlieFrago: Short forum tonight under 45 minutes. Story soon. But my old beat came up. @harrycohen2019 closed up by saying infrastruc…",2019-01-09 01:00:58,"119945205","1082804387947388929","en",FALSE,"everyone","1082804387947388929","2010-03-05T01:07:56.000Z","Mark Puente","https://t.co/oEoq0MEPcp","Investigative reporter at @marshallproj Once: @TB_Times, @LATimes, @baltimoresun, @theplaindealer, trucker & Teamster. Email: mpuente@themarshallproject.org","Cleveland, OH","https://pbs.twimg.com/profile_images/1107681713327505408/c3Bt1MN7_normal.png",TRUE,"MarkPuente",FALSE,1,0,0,0,0,5406,3277,22067,250,NA,"1536651712118784000",NA,"Short forum tonight under 45 minutes. Story soon. But my old beat came up. @harrycohen2019 closed up by saying infrastructure would be a cornerstone of his campaign ""so we don't become a Flint, MI or, God forbid, St. Pete, that's dumping sewage into the bay."" #tampamayor2019."
"89","@RonDeSantisFL Thanks for getting rid of Sheriff Israel.Please don't stop. St Pete mayor dumps raw sewage in gulf and we had worst red tide in yrs. I voted for you and have great expectations for you. Fix Broward county corruption. Thanks and good luck!. ",2019-01-09 11:18:00,"1017111289389338625","1082959670564786176","en",FALSE,"everyone","1082821646703120385","2018-07-11T18:20:03.000Z","IseeQpeople",NA,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus."," Central Florida Beach bar","https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg",FALSE,"fedup_isee",FALSE,0,0,0,0,0,810,1000,3762,0,"487297085","1121128409030111232",NA,"@RonDeSantisFL Thanks for getting rid of Sheriff Israel.Please don't stop. St Pete mayor dumps raw sewage in gulf and we had worst red tide in yrs. I voted for you and have great expectations for you. Fix Broward county corruption. Thanks and good luck!"
"90","@stevedawgs @GrahamBrink @TB_Times Correct, at present all the raw sewage from the idealists in St Petersburg is getting dumped into Tampa Bay. So let's not worry about that, let's add more sewage and blame it all on President Trump as Liberal tool's always do.. ",2019-01-24 22:13:18,"4063344855","1088560400336146433","en",FALSE,"everyone","1088529047217455105","2015-10-28T21:43:21.000Z","Citizen John",NA,"Husband, Father, Grandfather & USA citizen.
MAGA
Christian. Conservative. 
Protect the Constitution & 2A.","United States","https://pbs.twimg.com/profile_images/915324037831774208/2XuWMNvS_normal.jpg",FALSE,"JohnGor19801107",FALSE,0,0,0,0,0,852,3225,5792,1,"1626059071","1414968168871866371",NA,"@stevedawgs @GrahamBrink @TB_Times Correct, at present all the raw sewage from the idealists in St Petersburg is getting dumped into Tampa Bay. So let's not worry about that, let's add more sewage and blame it all on President Trump as Liberal tool's always do."
"91","@cdillow @Patrice_Brost1 St. Pete is one of my favorite places. I love the Dali museum there. And the Gulf is so beautiful and so much different than the Atlantic. I do miss Florida. But they kept dumping sewage in my river and I couldn't even take the dogs there anymore. Scott destroyed the environment. ",2019-02-07 23:33:55,"1013902734498652161","1093654117866627079","en",FALSE,"everyone","1093538445958483968","2018-07-02T21:50:24.000Z","@savinggrace1969🇺🇸🏴‍☠️","https://t.co/fyyyhSeXom","Loves democracy, dogs,horses,cannabis. Hates fascist assholes. There will be swearing  #BLM #bigdog #FUDeSantis #RareDisease  #cannabiscommunity🌈🍄","Florida","https://pbs.twimg.com/profile_images/1581990148849520640/QVjvrHxc_normal.jpg",FALSE,"savinggrace1969",FALSE,0,2,0,0,0,8236,8693,38292,4,"20147053","1073221178200899584",NA,"@cdillow @Patrice_Brost1 St. Pete is one of my favorite places. I love the Dali museum there. And the Gulf is so beautiful and so much different than the Atlantic. I do miss Florida. But they kept dumping sewage in my river and I couldn't even take the dogs there anymore. Scott destroyed the environment"
"92","Mayor of StPete doesn't care about your kids or the environment. What he really wants to do is raise your taxes.
Dump sewage in Gulf.
Disgraceful. . https   twitter com Kriseman status 1095498359954116608",2019-02-13 11:14:25,"1017111289389338625","1095642344441958401","en",FALSE,"everyone","1095642344441958401","2018-07-11T18:20:03.000Z","IseeQpeople",NA,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus."," Central Florida Beach bar","https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg",FALSE,"fedup_isee",FALSE,0,0,0,0,0,810,1000,3762,0,NA,"1121128409030111232",NA,"Mayor of StPete doesn't care about your kids or the environment. What he really wants to do is raise your taxes.
Dump sewage in Gulf.
Disgraceful. https://t.co/DZwuMMhZcv"
"93","Another sycophant from St Pete. This is the mayor that 400 million gallons of raw sewage in the Gulf of Mexico and you're just so glad to meet him. . https   twitter com brucejijones status 1096164581444067328",2019-02-14 23:06:36,"1017111289389338625","1096183958205796352","en",FALSE,"everyone","1096183958205796352","2018-07-11T18:20:03.000Z","IseeQpeople",NA,"Cynical jaded truth searcher, grower of forests, MAGA . Free people don't ask for permission! Taxation is theft. End the fed. Red word follower of Jesus."," Central Florida Beach bar","https://pbs.twimg.com/profile_images/1090668963464384512/y73aBJxF_normal.jpg",FALSE,"fedup_isee",FALSE,0,0,0,0,0,810,1000,3762,0,NA,"1121128409030111232",NA,"Another sycophant from St Pete. This is the mayor that 400 million gallons of raw sewage in the Gulf of Mexico and you're just so glad to meet him. https://t.co/rc0vs4G0qZ"
"94","In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay  #tampa #stpete #clearwater #sewage. https   wusfnews wusf usf edu environment 2018 12 25 report 3 florida cities responsible for wastewater spills",2019-02-25 00:00:28,"1088196428961406976","1099821394425270272","en",FALSE,"everyone","1099821394425270272","2019-01-23T22:07:01.000Z","American Water Security Project","https://t.co/AR8sz1dyFZ","Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",NA,"https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg",FALSE,"awsproject",FALSE,1,0,2,0,0,92,95,1368,1,NA,NA,NA,"In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay https://t.co/DkEkBwTDuR #tampa #stpete #clearwater #sewage"
"95","RT @awsproject: In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St…",2019-02-25 00:54:49,"121962605","1099835071115288576","en",FALSE,"everyone","1099835071115288576","2010-03-11T04:43:24.000Z","Texan for the Resistance",NA,"Single father of 3: Human #resister #impeachtrump #republicanforbiden (Tomorrow there will be more of us) #publiclands and #oceans advocate","St. Petersburg, Florida","https://pbs.twimg.com/profile_images/1279257856450211840/qdYT02PU_normal.jpg",FALSE,"BrandonShuler",FALSE,1,0,0,0,0,662,783,10047,21,NA,NA,NA,"In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay https://t.co/DkEkBwTDuR #tampa #stpete #clearwater #sewage"
